Kanton;Jahr;Gemeinde;Kanton;Gemeinde;ref. Kirchgemeinde;kath. Kirchgemeinde
GR;2013;Maladers;100;110;10;17
GR;2014;Maladers;100;110;13.5;17
GR;2015;Maladers;100;110;13.5;17
GR;2016;Maladers;100;110;15.5;17
GR;2017;Maladers;100;110;15.5;17
GR;2011;Malans;100;85;11;15
GR;2012;Malans;100;85;11;15
GR;2013;Malans;100;83;11;15
GR;2014;Malans;100;83;14.5;15
GR;2015;Malans;100;80;14.5;15
GR;2016;Malans;100;80;14.5;15
GR;2017;Malans;100;80;14.5;15
GR;2013;Malix;100;90;17;15
GR;2014;Malix;100;90;20.5;15
BE;2011;Malleray;3.06;2.1;0.207;0.23
BE;2012;Malleray;3.06;2.16;0.207;0.23
BE;2013;Malleray;3.06;2.16;0.207;0.23
BE;2014;Malleray;3.06;2.16;0.207;0.23
GR;2013;Maloja;100;90;17;6
GR;2014;Maloja;100;90;20.5;6
LU;2011;Malters;1.5;2.05;0.25;0.34
LU;2012;Malters;1.5;2.05;0.25;0.34
LU;2013;Malters;1.5;2.05;0.25;0.32
LU;2014;Malters;1.6;2.05;0.25;0.32
LU;2015;Malters;1.6;2.05;0.25;0.32
LU;2016;Malters;1.6;2.05;0.25;0.32
LU;2017;Malters;1.6;2.05;0.25;0.32
TI;2011;MALVAGLIA;100;100;0;0
TI;2012;MALVAGLIA;100;95;0;0
TG;2011;Mammern;117;134;28;24
TG;2012;Mammern;117;134;28;24
TG;2013;Mammern;117;134;28;24
TG;2014;Mammern;117;132;28;24
TG;2015;Mammern;117;132;26;22
TG;2016;Mammern;117;132;26;22
TG;2017;Mammern;117;130;26;22
AG;2011;Mandach;109;120;23;21
AG;2012;Mandach;109;120;23;21
AG;2013;Mandach;109;120;23;21
AG;2014;Mandach;109;120;23;21
AG;2015;Mandach;109;120;23;21
AG;2016;Mandach;109;120;23;21
AG;2017;Mandach;109;120;23;21
ZH;2011;MÃ¤nnedorf;100;90;11;14
ZH;2012;MÃ¤nnedorf;100;90;11;13
ZH;2013;MÃ¤nnedorf;100;95;11;13
ZH;2014;MÃ¤nnedorf;100;95;11;13
ZH;2015;MÃ¤nnedorf;100;95;11;12
ZH;2016;MÃ¤nnedorf;100;95;12;12
ZH;2017;MÃ¤nnedorf;100;95;12;12
TI;2011;MANNO;100;60;0;0
TI;2012;MANNO;100;60;0;0
TI;2013;MANNO;100;60;0;0
TI;2014;MANNO;100;60;0;0
TI;2015;Manno;100;65;0;0
TI;2016;Manno;100;65;0;0
TI;2017;Manno;100;65;0;0
VD;2011;Maracon;151.5;76;0;0
VD;2012;Maracon;154.5;78;0;0
VD;2013;Maracon;154.5;76;0;0
VD;2014;Maracon;154.5;76;0;0
VD;2015;Maracon;154.5;76;0;0
VD;2016;Maracon;154.5;76;0;0
VD;2017;Maracon;154.5;76;0;0
SG;2011;Marbach;95;140;28;26
LU;2011;Marbach;1.5;2.2;0.4;0.4
LU;2012;Marbach;1.5;2.2;0.4;0.4
SG;2012;Marbach;105;140;28;26
SG;2013;Marbach;115;140;30;26
SG;2014;Marbach;115;140;30;26
SG;2015;Marbach (SG);115;140;30;26
SG;2016;Marbach (SG);115;140;28;26
SG;2017;Marbach (SG);115;134;28;26
VD;2011;Marchissy;151.5;79;0;0
VD;2012;Marchissy;154.5;81;0;0
VD;2013;Marchissy;154.5;81;0;0
VD;2014;Marchissy;154.5;81;0;0
VD;2015;Marchissy;154.5;81;0;0
VD;2016;Marchissy;154.5;79;0;0
VD;2017;Marchissy;154.5;79;0;0
NE;2011;Marin-Epagnier;130;52;0;0
NE;2012;Marin-Epagnier;130;52;0;0
FR;2011;Marly;100;80;9;6
FR;2012;Marly;100;80;9;6
FR;2013;Marly;100;80;9;6
FR;2014;Marly;100;80;9;6
FR;2015;Marly;100;80;9;6
FR;2016;Marly;100;80;9;6
FR;2017;Marly;100;80;9;6
GR;2011;Marmorera;100;50;17;17
GR;2012;Marmorera;100;50;17;17
GR;2013;Marmorera;100;50;17;17
GR;2014;Marmorera;100;50;20.5;17
GR;2015;Marmorera;100;50;20.5;17
VD;2011;Marnand;151.5;79;0;0
TI;2011;MAROGGIA;100;95;0;0
TI;2012;MAROGGIA;100;95;0;0
TI;2013;MAROGGIA;100;90;0;0
TI;2014;MAROGGIA;100;90;0;0
TI;2015;Maroggia;100;85;0;0
TI;2016;Maroggia;100;85;0;0
TI;2017;Maroggia;100;85;0;0
FR;2011;Marsens;100;69.2;9;7
FR;2012;Marsens;100;69.2;9;7
FR;2013;Marsens;100;69.2;9;7
FR;2014;Marsens;100;75;9;7
FR;2015;Marsens;100;75;9;7
FR;2016;Marsens;100;75;9;7
FR;2017;Marsens;100;75;9;7
TG;2011;MÃ¤rstetten;117;171;22;19
TG;2012;MÃ¤rstetten;117;171;22;19
TG;2013;MÃ¤rstetten;117;167;22;19
TG;2014;MÃ¤rstetten;117;163;22;19
TG;2015;MÃ¤rstetten;117;163;22;19
TG;2016;MÃ¤rstetten;117;159;22;19
TG;2017;MÃ¤rstetten;117;157;22;19
ZH;2011;Marthalen;100;116;14;15
ZH;2012;Marthalen;100;113;14;15
ZH;2013;Marthalen;100;113;14;15
ZH;2014;Marthalen;100;111;14;15
ZH;2015;Marthalen;100;111;14;15
ZH;2016;Marthalen;100;113;14;15
ZH;2017;Marthalen;100;113;14;14
VD;2011;Martherenges;151.5;71;0;0
VD;2012;Martherenges;154.5;73;0;0
VS;2015;Martigny;1;1.1;0;0
VS;2016;Martigny;1;1.1;0;0
VS;2017;Martigny;1;1.1;0;0
VS;2015;Martigny-Combe;1;1;0;0
VS;2016;Martigny-Combe;1;1;0;0
VS;2017;Martigny-Combe;1;1;0;0
ZH;2011;Maschwanden;100;122;14;15
ZH;2012;Maschwanden;100;122;14;15
ZH;2013;Maschwanden;100;122;14;15
ZH;2014;Maschwanden;100;124;14;15
ZH;2015;Maschwanden;100;124;14;15
ZH;2016;Maschwanden;100;124;14;15
ZH;2017;Maschwanden;100;130;14;15
GR;2011;Masein;100;120;17;18
GR;2012;Masein;100;120;17;18
GR;2013;Masein;100;120;17;18
GR;2014;Masein;100;120;20.5;18
GR;2015;Masein;100;120;20.5;17
GR;2016;Masein;100;120;20.5;15
GR;2017;Masein;100;120;20.5;15
SG;2013;Maseltrangen;115;145;22.5;24
TI;2011;MASSAGNO;100;72.5;0;0
TI;2012;MASSAGNO;100;72.5;0;0
TI;2013;MASSAGNO;100;73;0;0
TI;2014;MASSAGNO;100;75;0;0
TI;2015;Massagno;100;80;0;0
TI;2016;Massagno;100;80;0;0
TI;2017;Massagno;100;80;0;0
VS;2015;Massongex;1;1.25;0;0
VS;2016;Massongex;1;1.25;0;0
VS;2017;Massongex;1;1.25;0;0
FR;2011;Massonnens;100;91.2;10;15
FR;2012;Massonnens;100;91.2;10;15
FR;2013;Massonnens;100;91.2;10;15
FR;2014;Massonnens;100;91.2;10;15
FR;2015;Massonnens;100;91.2;10;15
FR;2016;Massonnens;100;91.2;10;15
FR;2017;Massonnens;100;91.2;10;15
GR;2011;Mastrils;100;120;17;20
VD;2011;Mathod;151.5;72;0;0
VD;2012;Mathod;154.5;75;0;0
VD;2013;Mathod;154.5;75;0;0
VD;2014;Mathod;154.5;74;0;0
VD;2015;Mathod;154.5;74;0;0
VD;2016;Mathod;154.5;74;0;0
VD;2017;Mathod;154.5;72;0;0
GR;2011;Mathon;100;120;17;18
GR;2012;Mathon;100;120;17;18
GR;2013;Mathon;100;120;17;18
GR;2014;Mathon;100;120;20.5;18
GR;2015;Mathon;100;120;20.5;18
GR;2016;Mathon;100;100;20.5;18
GR;2017;Mathon;100;100;20.5;16
FR;2011;Matran;100;65;9;4.5
FR;2012;Matran;100;65;9;4.5
FR;2013;Matran;100;65;9;4.5
FR;2014;Matran;100;65;9;4.5
FR;2015;Matran;100;65;9;4.5
FR;2016;Matran;100;65;9;4.5
FR;2017;Matran;100;65;9;4.5
GL;2011;Matt;56;60;10;10
GL;2012;Matt Glarus SÃ¼d;56;60;10;10
GL;2013;Matt Glarus SÃ¼d;56;60;10;11
GL;2014;Matt Glarus SÃ¼d;55;63;10;11
BE;2014;Matten b. I.;3.06;1.93;0.207;0.23
BE;2011;Matten b.I.;3.06;1.8;0.207;0.23
BE;2012;Matten b.I.;3.06;1.93;0.207;0.23
BE;2013;Matten b.I.;3.06;1.93;0.207;0.23
BE;2015;Matten bei Interlaken;3.06;1.93;0.207;0.207
BE;2016;Matten bei Interlaken;3.06;1.93;0.184;0.207
BE;2017;Matten bei Interlaken;3.06;1.93;0.184;0.207
BE;2011;Mattstetten;3.06;1.3;0.218;0.207
BE;2012;Mattstetten;3.06;1.3;0.218;0.207
BE;2013;Mattstetten;3.06;1.4;0.218;0.207
BE;2014;Mattstetten;3.06;1.4;0.218;0.207
BE;2015;Mattstetten;3.06;1.48;0.218;0.207
BE;2016;Mattstetten;3.06;1.48;0.218;0.207
BE;2017;Mattstetten;3.06;1.48;0.218;0.207
SO;2011;Matzendorf;104;135;18;26
SO;2012;Matzendorf;100;135;18;20
SO;2013;Matzendorf;100;135;18;20
SO;2014;Matzendorf;102;135;18;20
SO;2015;Matzendorf;104;135;18;20
SO;2016;Matzendorf;104;135;18;20
SO;2017;Matzendorf;104;135;18;20
TG;2011;Matzingen;117;160;26;22
TG;2012;Matzingen;117;160;26;22
TG;2013;Matzingen;117;160;26;22
TG;2014;Matzingen;117;164;26;22
TG;2015;Matzingen;117;164;26;22
TG;2016;Matzingen;117;164;26;22
TG;2017;Matzingen;117;160;26;21
VD;2011;Mauborget;151.5;64;0;0
VD;2012;Mauborget;154.5;66;0;0
VD;2013;Mauborget;154.5;70;0;0
VD;2014;Mauborget;154.5;70;0;0
VD;2015;Mauborget;154.5;70;0;0
VD;2016;Mauborget;154.5;70;0;0
VD;2017;Mauborget;154.5;70;0;0
LU;2011;Mauensee;1.5;2.1;0.22;0.25
LU;2012;Mauensee;1.5;2.1;0.22;0.25
LU;2013;Mauensee;1.5;2.1;0.22;0.25
LU;2014;Mauensee;1.6;2.1;0.22;0.25
LU;2015;Mauensee;1.6;2.1;0.25;0.25
LU;2016;Mauensee;1.6;2.1;0.25;0.25
LU;2017;Mauensee;1.6;2.1;0.25;0.25
ZH;2011;Maur;100;82;9;11
ZH;2012;Maur;100;82;9;11
ZH;2013;Maur;100;82;9;10
ZH;2014;Maur;100;87;9;10
ZH;2015;Maur;100;87;9;10
ZH;2016;Maur;100;87;9.5;10
ZH;2017;Maur;100;87;9.5;9
VD;2011;Mauraz;151.5;72;0;0
VD;2012;Mauraz;154.5;74;0;0
VD;2013;Mauraz;154.5;74;0;0
VD;2014;Mauraz;154.5;74;0;0
VD;2015;Mauraz;154.5;74;0;0
VD;2016;Mauraz;154.5;74;0;0
VD;2017;Mauraz;154.5;74;0;0
GR;2015;Medel (Lucmagn);100;70;20.5;15
GR;2016;Medel (Lucmagn);100;70;20.5;15
GR;2017;Medel (Lucmagn);100;70;20.5;15
GR;2011;Medel/Lucmagn;100;90;17;15
GR;2012;Medel/Lucmagn;100;90;17;15
GR;2013;Medel/Lucmagn;100;90;17;15
GR;2014;Medel/Lucmagn;100;90;20.5;15
GR;2013;Medels im Rheinwald;100;88;17;15
GR;2014;Medels im Rheinwald;100;88;20.5;15
LU;2011;Meggen;1.5;1.035;0.25;0.1955
LU;2012;Meggen;1.5;1.15;0.25;0.23
LU;2013;Meggen;1.5;1.035;0.25;0.207
LU;2014;Meggen;1.6;0.9775;0.25;0.207
LU;2015;Meggen;1.6;0.9775;0.25;0.1955
LU;2016;Meggen;1.6;0.9775;0.25;0.184
LU;2017;Meggen;1.6;0.935;0.25;0.184
BE;2011;Meienried;3.06;1.44;0.235;0.2185
BE;2012;Meienried;3.06;1.33;0.197;0.2185
BE;2013;Meienried;3.06;1.33;0.197;0.2185
BE;2014;Meienried;3.06;1.23;0.197;0.2185
BE;2015;Meienried;3.06;1.23;0.197;0.2185
BE;2016;Meienried;3.06;1.23;0.197;0.2185
BE;2017;Meienried;3.06;1.23;0.197;0.2185
GR;2013;Meiersboden;100;90;11;15
GR;2014;Meiersboden;100;90;14.5;15
LU;2011;Meierskappel;1.5;2.25;0.25;0.35
LU;2012;Meierskappel;1.5;2.25;0.25;0.35
LU;2013;Meierskappel;1.5;2.25;0.25;0.35
LU;2014;Meierskappel;1.6;2.25;0.25;0.35
LU;2015;Meierskappel;1.6;2.25;0.25;0.35
LU;2016;Meierskappel;1.6;2.05;0.25;0.35
LU;2017;Meierskappel;1.6;2.25;0.25;0.35
BE;2011;Meikirch;3.06;1.54;0.184;0.207
BE;2012;Meikirch;3.06;1.54;0.184;0.207
BE;2013;Meikirch;3.06;1.54;0.184;0.207
BE;2014;Meikirch;3.06;1.54;0.184;0.207
BE;2015;Meikirch;3.06;1.64;0.184;0.207
BE;2016;Meikirch;3.06;1.64;0.184;0.207
BE;2017;Meikirch;3.06;1.64;0.195;0.207
ZH;2011;Meilen;100;82;9;10
ZH;2012;Meilen;100;79;9;10
ZH;2013;Meilen;100;79;9;9
ZH;2014;Meilen;100;79;9;9
ZH;2015;Meilen;100;79;8;9
ZH;2016;Meilen;100;79;8;9
ZH;2017;Meilen;100;79;8;9
GE;2011;Meinier;147.5;42;0;0
GE;2012;Meinier;147.5;42;0;0
GE;2013;Meinier;147.5;42;0;0
GE;2014;Meinier;148.5;42;0;0
GE;2015;Meinier;148.5;42;0;0
GE;2016;Meinier;148.5;42;0;0
GE;2017;Meinier;148.5;42;0;0
BE;2011;Meinisberg;3.06;1.95;0.19;0.2415
BE;2012;Meinisberg;3.06;1.95;0.19;0.2415
BE;2013;Meinisberg;3.06;1.95;0.19;0.2415
BE;2014;Meinisberg;3.06;1.95;0.19;0.2415
BE;2015;Meinisberg;3.06;1.95;0.19;0.2415
BE;2016;Meinisberg;3.06;1.95;0.19;0.2415
BE;2017;Meinisberg;3.06;1.95;0.19;0.2415
BE;2011;Meiringen;3.06;1.94;0.23;0.207
BE;2012;Meiringen;3.06;1.94;0.23;0.2
BE;2013;Meiringen;3.06;1.94;0.23;0.2
BE;2014;Meiringen;3.06;1.94;0.23;0.2
BE;2015;Meiringen;3.06;1.94;0.23;0.2
BE;2016;Meiringen;3.06;1.94;0.23;0.2
BE;2017;Meiringen;3.06;1.94;0.23;0.2
AG;2011;Meisterschwanden;109;76;17;14
AG;2012;Meisterschwanden;109;74;16;14
AG;2013;Meisterschwanden;109;74;16;14
AG;2014;Meisterschwanden;109;74;16;15
AG;2015;Meisterschwanden;109;71;16;15
AG;2016;Meisterschwanden;109;71;16;15
AG;2017;Meisterschwanden;109;68;16;15
AI;2011;MeistersrÃ¼te;96;81;24;24
AI;2012;MeistersrÃ¼te;96;81;24;24
AI;2013;MeistersrÃ¼te;96;84;24;24
AI;2014;MeistersrÃ¼te;96;84;24;24
TI;2011;MELANO;100;85;0;0
TI;2012;MELANO;100;85;0;0
TI;2013;MELANO;100;85;0;0
TI;2014;MELANO;100;85;0;0
TI;2015;Melano;100;85;0;0
TI;2016;Melano;100;85;0;0
TI;2017;Melano;100;85;0;0
BE;2011;Melchnau;3.06;1.64;0.19;0.23
BE;2012;Melchnau;3.06;1.64;0.19;0.23
BE;2013;Melchnau;3.06;1.74;0.19;0.23
BE;2014;Melchnau;3.06;1.74;0.19;0.23
BE;2015;Melchnau;3.06;1.74;0.19;0.23
BE;2016;Melchnau;3.06;1.74;0.19;0.22
BE;2017;Melchnau;3.06;1.74;0.19;0.22
TI;2011;MELIDE;100;75;0;0
TI;2012;MELIDE;100;75;0;0
TI;2013;MELIDE;100;75;0;0
TI;2014;MELIDE;100;75;0;0
TI;2015;Melide;100;75;0;0
TI;2016;Melide;100;75;0;0
TI;2017;Melide;100;75;0;0
AG;2011;Mellikon;109;115;23;25
AG;2012;Mellikon;109;115;23;25
AG;2013;Mellikon;109;115;23;25
AG;2014;Mellikon;109;115;23;25
AG;2015;Mellikon;109;115;23;25
AG;2016;Mellikon;109;115;23;25
AG;2017;Mellikon;109;115;23;25
AG;2011;Mellingen;109;105;20;22
AG;2012;Mellingen;109;105;20;22
AG;2013;Mellingen;109;105;20;22
AG;2014;Mellingen;109;105;20;22
AG;2015;Mellingen;109;105;20;22
AG;2016;Mellingen;109;105;20;22
AG;2017;Mellingen;109;105;20;22
SG;2011;Mels;95;133;21;22
SG;2012;Mels;105;133;21;24
SG;2013;Mels;115;133;21;24
SG;2014;Mels;115;133;24;24
SG;2015;Mels;115;133;24;24
SG;2016;Mels;115;133;24;24
SG;2017;Mels;115;133;24;22
SO;2011;Meltingen;104;134;15;24
SO;2012;Meltingen;100;139;15;24
SO;2013;Meltingen;100;133;15;24
SO;2014;Meltingen;102;133;15;24
SO;2015;Meltingen;104;133;15;24
SO;2016;Meltingen;104;133;15;24
SO;2017;Meltingen;104;133;15;24
TI;2011;MENDRISIO;100;70;0;0
TI;2012;MENDRISIO;100;70;0;0
TI;2013;MENDRISIO;100;70;0;0
TI;2014;MENDRISIO;100;75;0;0
TI;2015;Mendrisio;100;75;0;0
TI;2016;Mendrisio;100;75;0;0
TI;2017;Mendrisio;100;75;0;0
FR;2011;MÃ©niÃ¨res;100;88.1;9;13
FR;2012;MÃ©niÃ¨res;100;88.1;9;13
FR;2013;MÃ©niÃ¨res;100;88.1;9;11
FR;2014;MÃ©niÃ¨res;100;88.1;9;11
FR;2015;MÃ©niÃ¨res;100;88.1;9;11
FR;2016;MÃ©niÃ¨res;100;88.1;9;11
FR;2017;MÃ©niÃ¨res;100;88.1;9;11
AG;2011;Menziken;109;122;19;17
AG;2012;Menziken;109;119;19;17
AG;2013;Menziken;109;119;19;17
AG;2014;Menziken;109;119;19;17
AG;2015;Menziken;109;119;19;17
AG;2016;Menziken;109;119;19;17
AG;2017;Menziken;109;120;21;17
ZG;2011;Menzingen;82;71;9.5;9
ZG;2012;Menzingen;82;71;9.5;9
ZG;2013;Menzingen;82;69;9.5;11
ZG;2014;Menzingen;82;69;9.5;11
ZG;2015;Menzingen;82;69;9.5;11
ZG;2016;Menzingen;82;69;9.5;11
ZG;2017;Menzingen;82;71;9.5;11
LU;2011;Menznau;1.5;2.3;0.3;0.35
LU;2012;Menznau;1.5;2.4;0.3;0.4
LU;2013;Menznau;1.5;2.4;0.3;0.4
LU;2014;Menznau;1.6;2.4;0.3;0.4
LU;2015;Menznau;1.6;2.6;0.3;0.4
LU;2016;Menznau;1.6;2.6;0.3;0.4
LU;2017;Menznau;1.6;2.6;0.3;0.4
AG;2011;Merenschwand;109;99;17;20
AG;2012;Merenschwand;109;99;17;20
AG;2013;Merenschwand;109;99;17;20
AG;2014;Merenschwand;109;99;17;20
AG;2015;Merenschwand;109;99;17;20
AG;2016;Merenschwand;109;99;17;20
AG;2017;Merenschwand;109;99;17;20
TI;2011;MERGOSCIA;100;100;0;0
TI;2012;MERGOSCIA;100;100;0;0
TI;2013;MERGOSCIA;100;100;0;0
TI;2014;MERGOSCIA;100;100;0;0
TI;2015;Mergoscia;100;100;0;0
TI;2016;Mergoscia;100;100;0;0
TI;2017;Mergoscia;100;100;0;0
TI;2011;MERIDE;100;100;0;0
TI;2012;MERIDE;100;100;0;0
TI;2013;MERIDE;100;70;0;0
SH;2011;Merishausen;112;112;11;13.5
SH;2012;Merishausen;98;112;11;14.5
SH;2013;Merishausen;112;112;11;14.5
SH;2014;Merishausen;112;112;11;14.5
SH;2015;Merishausen;114;112;11;14.5
SH;2016;Merishausen;115;112;11;14.5
SH;2017;Merishausen;115;112;11;14.5
JU;2011;Mervelier;2.85;2.25;8.1;9.7
JU;2012;Mervelier;2.85;2.25;8.1;9.7
JU;2013;Mervelier;2.85;2.25;8.1;9.7
JU;2014;Mervelier;2.85;2.25;8.1;9.7
JU;2015;Mervelier;2.85;2.25;8.1;9.7
JU;2016;Mervelier;2.85;2.25;8.1;9.7
JU;2017;Mervelier;2.85;2.25;8.1;9.7
BE;2011;Merzligen;3.06;1.7;0.138;0.2185
BE;2012;Merzligen;3.06;1.8;0.18;0.2185
BE;2013;Merzligen;3.06;1.9;0.18;0.2185
BE;2014;Merzligen;3.06;2.1;0.18;0.2185
BE;2015;Merzligen;3.06;2;0.18;0.2185
BE;2016;Merzligen;3.06;2;0.18;0.2185
BE;2017;Merzligen;3.06;1.9;0.2;0.2185
GR;2011;Mesocco;100;87;17;11.5
GR;2012;Mesocco;100;87;17;11.5
GR;2013;Mesocco;100;87;17;11.5
GR;2014;Mesocco;100;87;20.5;11.5
GR;2015;Mesocco;100;87;20.5;11.5
GR;2016;Mesocco;100;87;20.5;11.5
GR;2017;Mesocco;100;87;20.5;11.5
SO;2011;Messen;104;120;12;15
SO;2012;Messen;100;140;12;15
SO;2013;Messen;100;140;12;15
SO;2014;Messen;102;140;12;15
SO;2015;Messen;104;135;12;15
SO;2016;Messen;104;130;12;15
SO;2017;Messen;104;125;12;15
SO;2011;Messen - Balm bei Messen;104;120;12;15
SO;2012;Messen - Balm bei Messen;100;140;16;0
SO;2013;Messen - Balm bei Messen;100;140;12;15
SO;2011;Messen - Brunnenthal;104;120;12;15
SO;2012;Messen - Brunnenthal;100;140;0;0
SO;2013;Messen - Brunnenthal;100;140;12;15
SO;2014;Messen - Brunnenthal;102;140;12;15
SO;2011;Messen - Oberramsern;104;120;12;15
SO;2012;Messen - Oberramsern;100;140;0;0
SO;2013;Messen - Oberramsern;100;140;12;15
SO;2014;Messen - Oberramsern;102;140;12;15
SO;2014;Messen -Balm bei Messen;102;140;12;15
AG;2011;Mettauertal;109;109;23;20
AG;2012;Mettauertal;109;107;23;20
AG;2013;Mettauertal;109;107;23;22
AG;2014;Mettauertal;109;107;23;22
AG;2015;Mettauertal;109;107;23;24
AG;2016;Mettauertal;109;107;23;24
AG;2017;Mettauertal;109;107;23;24
JU;2011;Mettembert;2.85;2.15;8.1;11
JU;2012;Mettembert;2.85;2.15;8.1;11
JU;2013;Mettembert;2.85;2.15;8.1;11
JU;2014;Mettembert;2.85;2.15;8.1;11
JU;2015;Mettembert;2.85;2.15;8.1;11
JU;2016;Mettembert;2.85;2.15;8.1;11
JU;2017;Mettembert;2.85;2.15;8.1;11
ZH;2011;Mettmenstetten;100;99;11;15
ZH;2012;Mettmenstetten;100;99;11;15
ZH;2013;Mettmenstetten;100;99;11;15
ZH;2014;Mettmenstetten;100;99;11;15
ZH;2015;Mettmenstetten;100;102;12;15
ZH;2016;Mettmenstetten;100;102;12;15
ZH;2017;Mettmenstetten;100;101;12;15
SO;2011;Metzerlen;104;134;15;18
SO;2012;Metzerlen;100;134;15;18
SO;2013;Metzerlen-Mariastein;100;134;15;18
SO;2014;Metzerlen-Mariastein;102;134;15;18
SO;2015;Metzerlen-Mariastein;104;134;15;18
SO;2016;Metzerlen-Mariastein;104;134;15;18
SO;2017;Metzerlen-Mariastein;104;129;15;18
VD;2011;Mex;151.5;59;0;0
VD;2012;Mex;154.5;61;0;0
VD;2013;Mex;154.5;61;0;0
VD;2014;Mex;154.5;61;0;0
VD;2015;Mex (VD);154.5;61;0;0
VD;2016;Mex (VD);154.5;61;0;0
VD;2017;Mex (VD);154.5;61;0;0
FR;2013;Meyriez;100;52.3;10;8
FR;2014;Meyriez;100;52.3;10;8
FR;2015;Meyriez;100;52.3;10;8
FR;2016;Meyriez;100;52.3;10;8
FR;2017;Meyriez;100;52.3;10;8
FR;2011;Meyriez / Merlach;100;52.3;10;8
FR;2012;Meyriez / Merlach;100;52.3;10;8
GE;2011;Meyrin;147.5;45;0;0
GE;2012;Meyrin;147.5;45;0;0
GE;2013;Meyrin;147.5;43;0;0
GE;2014;Meyrin;148.5;43;0;0
GE;2015;Meyrin;148.5;43;0;0
GE;2016;Meyrin;148.5;44;0;0
GE;2017;Meyrin;148.5;44;0;0
FR;2011;MÃ©ziÃ¨res;100;83;10;10
VD;2011;MÃ©ziÃ¨res;151.5;74;0;0
VD;2012;MÃ©ziÃ¨res;154.5;76;0;0
FR;2012;MÃ©ziÃ¨res;100;83;10;10
VD;2013;MÃ©ziÃ¨res;154.5;76;0;0
FR;2013;MÃ©ziÃ¨res;100;93;10;10
FR;2014;MÃ©ziÃ¨res;100;93;10;10
VD;2014;MÃ©ziÃ¨res;154.5;76;0;0
FR;2015;MÃ©ziÃ¨res (FR);100;93;10;10
FR;2016;MÃ©ziÃ¨res (FR);100;93;10;10
FR;2017;MÃ©ziÃ¨res (FR);100;93;10;10
VD;2015;MÃ©ziÃ¨res (VD);154.5;76;0;0
VD;2016;MÃ©ziÃ¨res (VD);154.5;76;0;0
TI;2011;MEZZOVICO-VIRA;100;60;0;0
TI;2012;MEZZOVICO-VIRA;100;60;0;0
TI;2013;MEZZOVICO-VIRA;100;60;0;0
TI;2014;MEZZOVICO-VIRA;100;60;0;0
TI;2015;Mezzovico-Vira;100;60;0;0
TI;2016;Mezzovico-Vira;100;60;0;0
TI;2017;Mezzovico-Vira;100;60;0;0
VS;2015;MiÃ¨ge;1;1.25;0;0
VS;2016;MiÃ¨ge;1;1.25;0;0
VS;2017;MiÃ¨ge;1;1.25;0;0
VD;2011;Mies;151.5;50;0;0
VD;2012;Mies;154.5;50;0;0
VD;2013;Mies;154.5;49;0;0
VD;2014;Mies;154.5;52;0;0
VD;2015;Mies;154.5;49;0;0
VD;2016;Mies;154.5;49;0;0
VD;2017;Mies;154.5;49;0;0
TI;2011;MIGLIEGLIA;100;100;0;0
TI;2012;MIGLIEGLIA;100;100;0;0
TI;2013;MIGLIEGLIA;100;100;0;0
TI;2014;MIGLIEGLIA;100;100;0;0
TI;2015;Miglieglia;100;100;0;0
TI;2016;Miglieglia;100;100;0;0
TI;2017;Miglieglia;100;100;0;0
NE;2013;Milvignes;130;58;0;0
NE;2014;Milvignes;123;65;0;0
NE;2015;Milvignes;123;65;0;0
NE;2016;Milvignes;123;65;0;0
NE;2017;Milvignes;121;67;0;0
TI;2011;MINUSIO;100;77.5;0;0
TI;2012;MINUSIO;100;77.5;0;0
TI;2013;MINUSIO;100;77;0;0
TI;2014;MINUSIO;100;77;0;0
TI;2015;Minusio;100;79;0;0
TI;2016;Minusio;100;78;0;0
TI;2017;Minusio;100;78;0;0
GR;2013;Miralago;100;90;7.5;15
GR;2014;Miralago;100;90;11;15
BE;2011;Mirchel;3.06;1.2;0.207;0.19
BE;2012;Mirchel;3.06;1.37;0.207;0.19
BE;2013;Mirchel;3.06;1.79;0.207;0.19
BE;2014;Mirchel;3.06;1.79;0.207;0.19
BE;2015;Mirchel;3.06;1.79;0.207;0.19
BE;2016;Mirchel;3.06;1.79;0.207;0.19
BE;2017;Mirchel;3.06;1.79;0.207;0.19
FR;2011;Misery-Courtion;100;88;11.5;13
FR;2012;Misery-Courtion;100;88;11.5;13
FR;2013;Misery-Courtion;100;88;11.5;11
FR;2014;Misery-Courtion;100;88;11.5;11
FR;2015;Misery-Courtion;100;88;11.5;11
FR;2016;Misery-Courtion;100;88;11.5;11
FR;2017;Misery-Courtion;100;88;11.5;10
VD;2011;Missy;151.5;70;0;0
VD;2012;Missy;154.5;72;0;0
VD;2013;Missy;154.5;72;0;0
VD;2014;Missy;154.5;72;0;0
VD;2015;Missy;154.5;72;0;0
VD;2016;Missy;154.5;72;0;0
VD;2017;Missy;154.5;72;0;0
GL;2011;MitlÃ¶di;56;60;10;10
GL;2013;MitlÃ¶di Glarus SÃ¼d;56;60;12;11
GL;2012;MitlÃ¶di Glarus SÃ¼d;56;60;12;10
GL;2014;MitlÃ¶di Glarus SÃ¼d;55;63;12;11
SG;2013;Mogelsberg-Necker;115;145;26;24
SG;2014;Mogelsberg-Necker;115;145;26;24
AG;2011;MÃ¶hlin;109;115;18;20
AG;2012;MÃ¶hlin;109;115;18;20
AG;2013;MÃ¶hlin;109;115;18;20
