00OW               20191119                                                                                   
0601OWA1N       20200101001060100000005000 0100012010001130   
0601OWA1N       20200101001065100000005000 0100012090001133   
0601OWA1N       20200101001070100000005000 0100012180001136   
0601OWA1N       20200101001075100000005000 0100012260001138   
0601OWA1N       20200101001080100000005000 0100012350001141   
0601OWA1N       20200101001085100000005000 0100012450001145   
0601OWA1N       20200101001090100000005000 0100012530001147   
0601OWA1N       20200101001095100000005000 0100012620001150   
0601OWA1N       20200101001100100000005000 0100012710001153   
0601OWA1N       20200101001105100000005000 0100012790001155   
0601OWA1N       20200101001110100000005000 0100012890001159   
0601OWA1N       20200101001115100000005000 0100012980001162   
0601OWA1N       20200101001120100000005000 0100013060001163   
0601OWA1N       20200101001125100000005000 0100013150001166   
0601OWA1N       20200101001130100000005000 0100013230001168   
0601OWA1N       20200101001135100000005000 0100013340001173   
0601OWA1N       20200101001140100000005000 0100013420001175   
0601OWA1N       20200101001145100000005000 0100013510001177   
0601OWA1N       20200101001150100000005000 0100013590001179   
0601OWA1N       20200101001155100000005000 0100013680001182   
0601OWA1N       20200101001160100000005000 0100013790001186   
0601OWA1N       20200101001165100000005000 0100013890001190   
0601OWA1N       20200101001170100000005000 0100013980001192   
0601OWA1N       20200101001175100000005000 0100014070001195   
0601OWA1N       20200101001180100000005000 0100014190001200   
0601OWA1N       20200101001185100000005000 0100014280001203   
0601OWA1N       20200101001190100000005000 0100014370001205   
0601OWA1N       20200101001195100000005000 0100014470001208   
0601OWA1N       20200101001200100000005000 0100014560001211   
0601OWA1N       20200101001205100000005000 0100014670001215   
0601OWA1N       20200101001210100000005000 0100014770001218   
0601OWA1N       20200101001215100000005000 0100014860001221   
0601OWA1N       20200101001220100000005000 0100014960001224   
0601OWA1N       20200101001225100000005000 0100015050001226   
0601OWA1N       20200101001230100000005000 0100015160001230   
0601OWA1N       20200101001235100000005000 0100015260001233   
0601OWA1N       20200101001240100000005000 0100015350001235   
0601OWA1N       20200101001245100000005000 0100015460001239   
0601OWA1N       20200101001250100000005000 0100015560001242   
0601OWA1N       20200101001255100000005000 0100015650001245   
0601OWA1N       20200101001260100000005000 0100015760001248   
0601OWA1N       20200101001265100000005000 0100015860001251   
0601OWA1N       20200101001270100000005000 0100015950001253   
0601OWA1N       20200101001275100000005000 0100016050001256   
0601OWA1N       20200101001280100000005000 0100016160001260   
0601OWA1N       20200101001285100000005000 0100016250001262   
0601OWA1N       20200101001290100000005000 0100016350001265   
0601OWA1N       20200101001295100000005000 0100016460001269   
0601OWA1N       20200101001300100000005000 0100016550001271   
0601OWA1N       20200101001305100000005000 0100016650001273   
0601OWA1N       20200101001310100000005000 0100016760001277   
0601OWA1N       20200101001315100000005000 0100016850001279   
0601OWA1N       20200101001320100000005000 0100016950001282   
0601OWA1N       20200101001325100000005000 0100017060001285   
0601OWA1N       20200101001330100000005000 0100017150001287   
0601OWA1N       20200101001335100000005000 0100017250001290   
0601OWA1N       20200101001340100000005000 0100017360001293   
0601OWA1N       20200101001345100000005000 0100017450001295   
0601OWA1N       20200101001350100000005000 0100017550001298   
0601OWA1N       20200101001355100000005000 0100017660001301   
0601OWA1N       20200101001360100000005000 0100017760001303   
0601OWA1N       20200101001365100000005000 0100017850001305   
0601OWA1N       20200101001370100000005000 0100017960001309   
0601OWA1N       20200101001375100000005000 0100018060001311   
0601OWA1N       20200101001380100000005000 0100018150001313   
0601OWA1N       20200101001385100000005000 0100018260001316   
0601OWA1N       20200101001390100000005000 0100018360001318   
0601OWA1N       20200101001395100000005000 0100018450001320   
0601OWA1N       20200101001400100000005000 0100018560001323   
0601OWA1N       20200101001405100000005000 0100018660001326   
0601OWA1N       20200101001410100000005000 0100018750001327   
0601OWA1N       20200101001415100000005000 0100018860001331   
0601OWA1N       20200101001420100000005000 0100018960001333   
0601OWA1N       20200101001425100000005000 0100019050001335   
0601OWA1N       20200101001430100000005000 0100019160001338   
0601OWA1N       20200101001435100000005000 0100019260001340   
0601OWA1N       20200101001440100000005000 0100019350001341   
0601OWA1N       20200101001445100000005000 0100019450001344   
0601OWA1N       20200101001450100000005000 0100019570001347   
0601OWA1N       20200101001455100000005000 0100019670001350   
0601OWA1N       20200101001460100000005000 0100019770001352   
0601OWA1N       20200101001465100000005000 0100019890001355   
0601OWA1N       20200101001470100000005000 0100020000001358   
0601OWA1N       20200101001475100000005000 0100020100001360   
0601OWA1N       20200101001480100000005000 0100020220001364   
0601OWA1N       20200101001485100000005000 0100020320001366   
0601OWA1N       20200101001490100000005000 0100020430001369   
0601OWA1N       20200101001495100000005000 0100020550001372   
0601OWA1N       20200101001500100000500000 0100026060001489   
0601OWA1N       20200101002000100000500000 0100037720001676   
0601OWA1N       20200101002500100000500000 0100049530001801   
0601OWA1N       20200101003000100000500000 0100061370001888   
0601OWA1N       20200101003500100000500000 0100073180001951   
0601OWA1N       20200101004000100000500000 0100084990002000   
0601OWA1N       20200101004500100000500000 0100096830002039   
0601OWA1N       20200101005000100000500000 0100108640002069   
0601OWA1N       20200101005500100000500000 0100120450002095   
0601OWA1N       20200101006000100000500000 0100132290002117   
0601OWA1N       20200101006500100000500000 0100144100002135   
0601OWA1N       20200101007000100000500000 0100155910002150   
0601OWA1N       20200101007500100000500000 0100167090002156   
0601OWA1N       20200101008000100000500000 0100178200002160   
0601OWA1N       20200101008500100000500000 0100189310002164   
0601OWA1N       20200101009000100000500000 0100200440002167   
0601OWA1N       20200101009500100000500000 0100211550002170   
0601OWA1N       20200101010000100000500000 0100222680002172   
0601OWA1N       20200101010500100000500000 0100233790002175   
0601OWA1N       20200101011000100000500000 0100244900002177   
0601OWA1N       20200101011500100000500000 0100256030002179   
0601OWA1N       20200101012000100000500000 0100267140002181   
0601OWA1N       20200101012500100000500000 0100278250002182   
0601OWA1N       20200101013000100000500000 0100289390002184   
0601OWA1N       20200101013500100000500000 0100300500002185   
0601OWA1N       20200101014000100000500000 0100311610002187   
0601OWA1N       20200101014500100000500000 0100322740002188   
0601OWA1N       20200101015000100000500000 0100333850002189   
0601OWA1N       20200101015500100000500000 0100344960002190   
0601OWA1N       20200101016000100000500000 0100356090002191   
0601OWA1N       20200101016500100000500000 0100367200002192   
0601OWA1N       20200101017000100000500000 0100378310002193   
0601OWA1N       20200101017500100000500000 0100389440002194   
0601OWA1N       20200101018000100000500000 0100400550002195   
0601OWA1N       20200101018500100000500000 0100411660002196   
0601OWA1N       20200101019000100000500000 0100422800002196   
0601OWA1N       20200101019500100000500000 0100433910002197   
0601OWA2N       20200101000000100000040000 0200000030000000   
0601OWA2N       20200101000040100000005000 0200000030000071   
0601OWA2N       20200101000045100000005000 0200000030000063   
0601OWA2N       20200101000050100000005000 0200000030000057   
0601OWA2N       20200101000055100000005000 0200000030000052   
0601OWA2N       20200101000060100000005000 0200000030000048   
0601OWA2N       20200101000065100000005000 0200000030000044   
0601OWA2N       20200101000070100000005000 0200000030000041   
0601OWA2N       20200101000075100000005000 0200000030000039   
0601OWA2N       20200101000080100000005000 0200000030000036   
0601OWA2N       20200101000085100000005000 0200000030000034   
0601OWA2N       20200101000090100000005000 0200000030000032   
0601OWA2N       20200101000095100000005000 0200000030000031   
0601OWA2N       20200101000100100000005000 0200000030000029   
0601OWA2N       20200101000105100000005000 0200000030000028   
0601OWA2N       20200101000110100000005000 0200000030000027   
0601OWA2N       20200101000115100000005000 0200000030000026   
0601OWA2N       20200101000120100000005000 0200000030000024   
0601OWA2N       20200101000125100000005000 0200000030000024   
0601OWA2N       20200101000130100000005000 0200000030000023   
0601OWA2N       20200101000135100000005000 0200000030000022   
0601OWA2N       20200101000140100000005000 0200000030000021   
0601OWA2N       20200101000145100000005000 0200000030000020   
0601OWA2N       20200101000150100000005000 0200000030000020   
0601OWA2N       20200101000155100000005000 0200000030000019   
0601OWA2N       20200101000160100000005000 0200000030000018   
0601OWA2N       20200101000165100000005000 0200000030000018   
0601OWA2N       20200101000170100000005000 0200000030000017   
0601OWA2N       20200101000175100000005000 0200000030000017   
0601OWA2N       20200101000180100000005000 0200000030000016   
0601OWA2N       20200101000185100000005000 0200000030000016   
0601OWA2N       20200101000190100000005000 0200000030000016   
0601OWA2N       20200101000195100000005000 0200000030000015   
0601OWA2N       20200101000200100000005000 0200000030000015   
0601OWA2N       20200101000205100000005000 0200000030000014   
0601OWA2N       20200101000210100000005000 0200000030000014   
0601OWA2N       20200101000215100000005000 0200000030000014   
0601OWA2N       20200101000220100000005000 0200000030000013   
0601OWA2N       20200101000225100000005000 0200000030000013   
0601OWA2N       20200101000230100000005000 0200000030000013   
0601OWA2N       20200101000235100000005000 0200000030000013   
0601OWA2N       20200101000240100000005000 0200000030000012   
