00AR               20191119                                                                                   
0601ARA1N       20200101000350100000005000 0100001470000418   
0601ARA1N       20200101000355100000005000 0100001530000429   
0601ARA1N       20200101000360100000005000 0100001590000439   
0601ARA1N       20200101000365100000005000 0100001650000449   
0601ARA1N       20200101000370100000005000 0100001710000459   
0601ARA1N       20200101000375100000005000 0100001770000468   
0601ARA1N       20200101000380100000005000 0100001830000478   
0601ARA1N       20200101000385100000005000 0100001900000491   
0601ARA1N       20200101000390100000005000 0100001970000503   
0601ARA1N       20200101000395100000005000 0100002040000514   
0601ARA1N       20200101000400100000005000 0100002120000525   
0601ARA1N       20200101000405100000005000 0100002190000536   
0601ARA1N       20200101000410100000005000 0100002260000547   
0601ARA1N       20200101000415100000005000 0100002330000558   
0601ARA1N       20200101000420100000005000 0100002400000568   
0601ARA1N       20200101000425100000005000 0100002490000581   
0601ARA1N       20200101000430100000005000 0100002560000591   
0601ARA1N       20200101000435100000005000 0100002630000601   
0601ARA1N       20200101000440100000005000 0100002700000610   
0601ARA1N       20200101000445100000005000 0100002770000619   
0601ARA1N       20200101000450100000005000 0100002840000628   
0601ARA1N       20200101000455100000005000 0100002910000637   
0601ARA1N       20200101000460100000005000 0100002990000646   
0601ARA1N       20200101000465100000005000 0100003060000654   
0601ARA1N       20200101000470100000005000 0100003130000662   
0601ARA1N       20200101000475100000005000 0100003200000671   
0601ARA1N       20200101000480100000005000 0100003270000678   
0601ARA1N       20200101000485100000005000 0100003350000686   
0601ARA1N       20200101000490100000005000 0100003420000694   
0601ARA1N       20200101000495100000005000 0100003490000702   
0601ARA1N       20200101000500100000005000 0100003560000709   
0601ARA1N       20200101000505100000005000 0100003630000716   
0601ARA1N       20200101000510100000005000 0100003710000723   
0601ARA1N       20200101000515100000005000 0100003780000730   
0601ARA1N       20200101000520100000005000 0100003850000737   
0601ARA1N       20200101000525100000005000 0100003930000745   
0601ARA1N       20200101000530100000005000 0100004010000753   
0601ARA1N       20200101000535100000005000 0100004090000760   
0601ARA1N       20200101000540100000005000 0100004170000769   
0601ARA1N       20200101000545100000005000 0100004260000777   
0601ARA1N       20200101000550100000005000 0100004340000786   
0601ARA1N       20200101000555100000005000 0100004430000794   
0601ARA1N       20200101000560100000005000 0100004530000805   
0601ARA1N       20200101000565100000005000 0100004610000813   
0601ARA1N       20200101000570100000005000 0100004700000820   
0601ARA1N       20200101000575100000005000 0100004780000828   
0601ARA1N       20200101000580100000005000 0100004870000836   
0601ARA1N       20200101000585100000005000 0100004970000846   
0601ARA1N       20200101000590100000005000 0100005050000853   
0601ARA1N       20200101000595100000005000 0100005140000860   
0601ARA1N       20200101000600100000005000 0100005220000867   
0601ARA1N       20200101000605100000005000 0100005310000874   
0601ARA1N       20200101000610100000005000 0100005410000884   
0601ARA1N       20200101000615100000005000 0100005500000890   
0601ARA1N       20200101000620100000005000 0100005580000897   
0601ARA1N       20200101000625100000005000 0100005670000903   
0601ARA1N       20200101000630100000005000 0100005770000912   
0601ARA1N       20200101000635100000005000 0100005850000918   
0601ARA1N       20200101000640100000005000 0100005950000925   
0601ARA1N       20200101000645100000005000 0100006040000932   
0601ARA1N       20200101000650100000005000 0100006130000939   
0601ARA1N       20200101000655100000005000 0100006240000948   
0601ARA1N       20200101000660100000005000 0100006330000955   
0601ARA1N       20200101000665100000005000 0100006420000962   
0601ARA1N       20200101000670100000005000 0100006510000968   
0601ARA1N       20200101000675100000005000 0100006600000975   
0601ARA1N       20200101000680100000005000 0100006710000983   
0601ARA1N       20200101000685100000005000 0100006800000990   
0601ARA1N       20200101000690100000005000 0100006900000996   
0601ARA1N       20200101000695100000005000 0100006990001002   
0601ARA1N       20200101000700100000005000 0100007080001008   
0601ARA1N       20200101000705100000005000 0100007190001017   
0601ARA1N       20200101000710100000005000 0100007290001022   
0601ARA1N       20200101000715100000005000 0100007380001028   
0601ARA1N       20200101000720100000005000 0100007470001034   
0601ARA1N       20200101000725100000005000 0100007560001040   
0601ARA1N       20200101000730100000005000 0100007670001047   
0601ARA1N       20200101000735100000005000 0100007770001053   
0601ARA1N       20200101000740100000005000 0100007860001058   
0601ARA1N       20200101000745100000005000 0100007950001064   
0601ARA1N       20200101000750100000005000 0100008060001071   
0601ARA1N       20200101000755100000005000 0100008160001077   
0601ARA1N       20200101000760100000005000 0100008250001082   
0601ARA1N       20200101000765100000005000 0100008340001087   
0601ARA1N       20200101000770100000005000 0100008430001092   
0601ARA1N       20200101000775100000005000 0100008540001099   
0601ARA1N       20200101000780100000005000 0100008640001104   
0601ARA1N       20200101000785100000005000 0100008730001108   
0601ARA1N       20200101000790100000005000 0100008820001113   
0601ARA1N       20200101000795100000005000 0100008910001118   
0601ARA1N       20200101000800100000005000 0100009020001124   
0601ARA1N       20200101000805100000005000 0100009120001129   
0601ARA1N       20200101000810100000005000 0100009210001133   
0601ARA1N       20200101000815100000005000 0100009300001138   
0601ARA1N       20200101000820100000005000 0100009400001142   
0601ARA1N       20200101000825100000005000 0100009510001149   
0601ARA1N       20200101000830100000005000 0100009610001154   
0601ARA1N       20200101000835100000005000 0100009700001158   
0601ARA1N       20200101000840100000005000 0100009800001163   
0601ARA1N       20200101000845100000005000 0100009910001169   
0601ARA1N       20200101000850100000005000 0100010020001175   
0601ARA1N       20200101000855100000005000 0100010130001181   
0601ARA1N       20200101000860100000005000 0100010240001187   
0601ARA1N       20200101000865100000005000 0100010340001192   
0601ARA1N       20200101000870100000005000 0100010470001200   
0601ARA1N       20200101000875100000005000 0100010580001205   
0601ARA1N       20200101000880100000005000 0100010690001211   
0601ARA1N       20200101000885100000005000 0100010800001217   
0601ARA1N       20200101000890100000005000 0100010910001222   
0601ARA1N       20200101000895100000005000 0100011030001229   
0601ARA1N       20200101000900100000005000 0100011140001234   
0601ARA1N       20200101000905100000005000 0100011250001240   
0601ARA1N       20200101000910100000005000 0100011360001245   
0601ARA1N       20200101000915100000005000 0100011470001250   
0601ARA1N       20200101000920100000005000 0100011600001258   
0601ARA1N       20200101000925100000005000 0100011710001262   
0601ARA1N       20200101000930100000005000 0100011820001267   
0601ARA1N       20200101000935100000005000 0100011930001272   
0601ARA1N       20200101000940100000005000 0100012030001277   
0601ARA1N       20200101000945100000005000 0100012160001283   
0601ARA1N       20200101000950100000005000 0100012260001288   
0601ARA1N       20200101000955100000005000 0100012370001292   
0601ARA1N       20200101000960100000005000 0100012490001297   
0601ARA1N       20200101000965100000005000 0100012610001304   
0601ARA1N       20200101000970100000005000 0100012720001308   
0601ARA1N       20200101000975100000005000 0100012830001313   
0601ARA1N       20200101000980100000005000 0100012940001317   
0601ARA1N       20200101000985100000005000 0100013060001322   
0601ARA1N       20200101000990100000005000 0100013180001328   
0601ARA1N       20200101000995100000005000 0100013290001333   
0601ARA1N       20200101001000100000005000 0100013400001337   
0601ARA1N       20200101001005100000005000 0100013510001341   
0601ARA1N       20200101001010100000005000 0100013630001346   
0601ARA1N       20200101001015100000005000 0100013760001352   
0601ARA1N       20200101001020100000005000 0100013870001356   
0601ARA1N       20200101001025100000005000 0100013980001360   
0601ARA1N       20200101001030100000005000 0100014090001365   
0601ARA1N       20200101001035100000005000 0100014200001369   
0601ARA1N       20200101001040100000005000 0100014330001374   
0601ARA1N       20200101001045100000005000 0100014440001378   
0601ARA1N       20200101001050100000005000 0100014550001382   
0601ARA1N       20200101001055100000005000 0100014660001386   
0601ARA1N       20200101001060100000005000 0100014790001392   
0601ARA1N       20200101001065100000005000 0100014900001396   
0601ARA1N       20200101001070100000005000 0100015010001399   
0601ARA1N       20200101001075100000005000 0100015120001404   
0601ARA1N       20200101001080100000005000 0100015240001407   
0601ARA1N       20200101001085100000005000 0100015360001413   
0601ARA1N       20200101001090100000005000 0100015470001416   
0601ARA1N       20200101001095100000005000 0100015580001420   
0601ARA1N       20200101001100100000005000 0100015700001424   
0601ARA1N       20200101001105100000005000 0100015810001428   
0601ARA1N       20200101001110100000005000 0100015940001433   
0601ARA1N       20200101001115100000005000 0100016050001436   
0601ARA1N       20200101001120100000005000 0100016160001440   
0601ARA1N       20200101001125100000005000 0100016280001444   
0601ARA1N       20200101001130100000005000 0100016390001447   
0601ARA1N       20200101001135100000005000 0100016510001452   
0601ARA1N       20200101001140100000005000 0100016630001456   
0601ARA1N       20200101001145100000005000 0100016740001459   
0601ARA1N       20200101001150100000005000 0100016850001462   
0601ARA1N       20200101001155100000005000 0100016980001467   
0601ARA1N       20200101001160100000005000 0100017120001472   
0601ARA1N       20200101001165100000005000 0100017240001476   
0601ARA1N       20200101001170100000005000 0100017360001481   
0601ARA1N       20200101001175100000005000 0100017480001485   
0601ARA1N       20200101001180100000005000 0100017620001490   
0601ARA1N       20200101001185100000005000 0100017750001494   
0601ARA1N       20200101001190100000005000 0100017870001498   
0601ARA1N       20200101001195100000005000 0100017990001502   
0601ARA1N       20200101001200100000005000 0100018110001506   
