00VD               20191128                                                                                   
0601VDA1N       20200101000385100000005000 0100000000000306   
0601VDA1N       20200101000390100000005000 0100000000000324   
0601VDA1N       20200101000395100000005000 0100000000000344   
0601VDA1N       20200101000400100000005000 0100000000000361   
0601VDA1N       20200101000405100000005000 0100000000000382   
0601VDA1N       20200101000410100000005000 0100000000000401   
0601VDA1N       20200101000415100000005000 0100000000000416   
0601VDA1N       20200101000420100000005000 0100000000000437   
0601VDA1N       20200101000425100000005000 0100000000000461   
0601VDA1N       20200101000430100000005000 0100000000000479   
0601VDA1N       20200101000435100000005000 0100000000000498   
0601VDA1N       20200101000440100000005000 0100000000000515   
0601VDA1N       20200101000445100000005000 0100000000000533   
0601VDA1N       20200101000450100000005000 0100000000000555   
0601VDA1N       20200101000455100000005000 0100000000000571   
0601VDA1N       20200101000460100000005000 0100000000000588   
0601VDA1N       20200101000465100000005000 0100000000000603   
0601VDA1N       20200101000470100000005000 0100000000000623   
0601VDA1N       20200101000475100000005000 0100000000000639   
0601VDA1N       20200101000480100000005000 0100000000000654   
0601VDA1N       20200101000485100000005000 0100000000000669   
0601VDA1N       20200101000490100000005000 0100000000000683   
0601VDA1N       20200101000495100000005000 0100000000000703   
0601VDA1N       20200101000500100000005000 0100000000000721   
0601VDA1N       20200101000505100000005000 0100000000000736   
0601VDA1N       20200101000510100000005000 0100000000000753   
0601VDA1N       20200101000515100000005000 0100000000000768   
0601VDA1N       20200101000520100000005000 0100000000000787   
0601VDA1N       20200101000525100000005000 0100000000000804   
0601VDA1N       20200101000530100000005000 0100000000000817   
0601VDA1N       20200101000535100000005000 0100000000000833   
0601VDA1N       20200101000540100000005000 0100000000000853   
0601VDA1N       20200101000545100000005000 0100000000000867   
0601VDA1N       20200101000550100000005000 0100000000000882   
0601VDA1N       20200101000555100000005000 0100000000000897   
0601VDA1N       20200101000560100000005000 0100000000000912   
0601VDA1N       20200101000565100000005000 0100000000000925   
0601VDA1N       20200101000570100000005000 0100000000000940   
0601VDA1N       20200101000575100000005000 0100000000000953   
0601VDA1N       20200101000580100000005000 0100000000000967   
0601VDA1N       20200101000585100000005000 0100000000000979   
0601VDA1N       20200101000590100000005000 0100000000000994   
0601VDA1N       20200101000595100000005000 0100000000001005   
0601VDA1N       20200101000600100000005000 0100000000001019   
0601VDA1N       20200101000605100000005000 0100000000001030   
0601VDA1N       20200101000610100000005000 0100000000001047   
0601VDA1N       20200101000615100000005000 0100000000001060   
0601VDA1N       20200101000620100000005000 0100000000001070   
0601VDA1N       20200101000625100000005000 0100000000001082   
0601VDA1N       20200101000630100000005000 0100000000001093   
0601VDA1N       20200101000635100000005000 0100000000001105   
0601VDA1N       20200101000640100000005000 0100000000001115   
0601VDA1N       20200101000645100000005000 0100000000001125   
0601VDA1N       20200101000650100000005000 0100000000001131   
0601VDA1N       20200101000655100000005000 0100000000001136   
0601VDA1N       20200101000660100000005000 0100000000001143   
0601VDA1N       20200101000665100000005000 0100000000001149   
0601VDA1N       20200101000670100000005000 0100000000001154   
0601VDA1N       20200101000675100000005000 0100000000001160   
0601VDA1N       20200101000680100000005000 0100000000001167   
0601VDA1N       20200101000685100000005000 0100000000001172   
0601VDA1N       20200101000690100000005000 0100000000001178   
0601VDA1N       20200101000695100000005000 0100000000001183   
0601VDA1N       20200101000700100000005000 0100000000001189   
0601VDA1N       20200101000705100000005000 0100000000001195   
0601VDA1N       20200101000710100000005000 0100000000001200   
0601VDA1N       20200101000715100000005000 0100000000001205   
0601VDA1N       20200101000720100000005000 0100000000001211   
0601VDA1N       20200101000725100000005000 0100000000001216   
0601VDA1N       20200101000730100000005000 0100000000001221   
0601VDA1N       20200101000735100000005000 0100000000001227   
0601VDA1N       20200101000740100000005000 0100000000001232   
0601VDA1N       20200101000745100000005000 0100000000001239   
0601VDA1N       20200101000750100000005000 0100000000001244   
0601VDA1N       20200101000755100000005000 0100000000001249   
0601VDA1N       20200101000760100000005000 0100000000001253   
0601VDA1N       20200101000765100000005000 0100000000001258   
0601VDA1N       20200101000770100000005000 0100000000001263   
0601VDA1N       20200101000775100000005000 0100000000001267   
0601VDA1N       20200101000780100000005000 0100000000001272   
0601VDA1N       20200101000785100000005000 0100000000001277   
0601VDA1N       20200101000790100000005000 0100000000001281   
0601VDA1N       20200101000795100000005000 0100000000001285   
0601VDA1N       20200101000800100000005000 0100000000001290   
0601VDA1N       20200101000805100000005000 0100000000001294   
0601VDA1N       20200101000810100000005000 0100000000001298   
0601VDA1N       20200101000815100000005000 0100000000001303   
0601VDA1N       20200101000820100000005000 0100000000001307   
0601VDA1N       20200101000825100000005000 0100000000001309   
0601VDA1N       20200101000830100000005000 0100000000001314   
0601VDA1N       20200101000835100000005000 0100000000001318   
0601VDA1N       20200101000840100000005000 0100000000001322   
0601VDA1N       20200101000845100000005000 0100000000001326   
0601VDA1N       20200101000850100000005000 0100000000001331   
0601VDA1N       20200101000855100000005000 0100000000001336   
0601VDA1N       20200101000860100000005000 0100000000001342   
0601VDA1N       20200101000865100000005000 0100000000001347   
0601VDA1N       20200101000870100000005000 0100000000001351   
0601VDA1N       20200101000875100000005000 0100000000001357   
0601VDA1N       20200101000880100000005000 0100000000001364   
0601VDA1N       20200101000885100000005000 0100000000001369   
0601VDA1N       20200101000890100000005000 0100000000001374   
0601VDA1N       20200101000895100000005000 0100000000001381   
0601VDA1N       20200101000900100000005000 0100000000001386   
0601VDA1N       20200101000905100000005000 0100000000001391   
0601VDA1N       20200101000910100000005000 0100000000001398   
0601VDA1N       20200101000915100000005000 0100000000001404   
0601VDA1N       20200101000920100000005000 0100000000001409   
0601VDA1N       20200101000925100000005000 0100000000001415   
0601VDA1N       20200101000930100000005000 0100000000001420   
0601VDA1N       20200101000935100000005000 0100000000001426   
0601VDA1N       20200101000940100000005000 0100000000001432   
0601VDA1N       20200101000945100000005000 0100000000001437   
0601VDA1N       20200101000950100000005000 0100000000001442   
0601VDA1N       20200101000955100000005000 0100000000001448   
0601VDA1N       20200101000960100000005000 0100000000001453   
0601VDA1N       20200101000965100000005000 0100000000001458   
0601VDA1N       20200101000970100000005000 0100000000001464   
0601VDA1N       20200101000975100000005000 0100000000001469   
0601VDA1N       20200101000980100000005000 0100000000001474   
0601VDA1N       20200101000985100000005000 0100000000001479   
0601VDA1N       20200101000990100000005000 0100000000001484   
0601VDA1N       20200101000995100000005000 0100000000001489   
0601VDA1N       20200101001000100000005000 0100000000001494   
0601VDA1N       20200101001005100000005000 0100000000001498   
0601VDA1N       20200101001010100000005000 0100000000001503   
0601VDA1N       20200101001015100000005000 0100000000001511   
0601VDA1N       20200101001020100000005000 0100000000001516   
0601VDA1N       20200101001025100000005000 0100000000001519   
0601VDA1N       20200101001030100000005000 0100000000001524   
0601VDA1N       20200101001035100000005000 0100000000001529   
0601VDA1N       20200101001040100000005000 0100000000001534   
0601VDA1N       20200101001045100000005000 0100000000001537   
0601VDA1N       20200101001050100000005000 0100000000001542   
0601VDA1N       20200101001055100000005000 0100000000001547   
0601VDA1N       20200101001060100000005000 0100000000001550   
0601VDA1N       20200101001065100000005000 0100000000001555   
0601VDA1N       20200101001070100000005000 0100000000001560   
0601VDA1N       20200101001075100000005000 0100000000001566   
0601VDA1N       20200101001080100000005000 0100000000001570   
0601VDA1N       20200101001085100000005000 0100000000001574   
0601VDA1N       20200101001090100000005000 0100000000001579   
0601VDA1N       20200101001095100000005000 0100000000001582   
0601VDA1N       20200101001100100000005000 0100000000001587   
0601VDA1N       20200101001105100000005000 0100000000001593   
0601VDA1N       20200101001110100000005000 0100000000001596   
0601VDA1N       20200101001115100000005000 0100000000001600   
0601VDA1N       20200101001120100000005000 0100000000001604   
0601VDA1N       20200101001125100000005000 0100000000001611   
0601VDA1N       20200101001130100000005000 0100000000001616   
0601VDA1N       20200101001135100000005000 0100000000001620   
0601VDA1N       20200101001140100000005000 0100000000001627   
0601VDA1N       20200101001145100000005000 0100000000001632   
0601VDA1N       20200101001150100000005000 0100000000001636   
0601VDA1N       20200101001155100000005000 0100000000001644   
0601VDA1N       20200101001160100000005000 0100000000001649   
0601VDA1N       20200101001165100000005000 0100000000001654   
0601VDA1N       20200101001170100000005000 0100000000001662   
0601VDA1N       20200101001175100000005000 0100000000001666   
0601VDA1N       20200101001180100000005000 0100000000001671   
0601VDA1N       20200101001185100000005000 0100000000001679   
0601VDA1N       20200101001190100000005000 0100000000001684   
0601VDA1N       20200101001195100000005000 0100000000001689   
0601VDA1N       20200101001200100000005000 0100000000001696   
0601VDA1N       20200101001205100000005000 0100000000001701   
0601VDA1N       20200101001210100000005000 0100000000001706   
