00LU               20181210                                                                                   
0601LUA0N       20190101002755100000005000 0000062660002272   
0601LUA0N       20190101002760100000005000 0000062800002273   
0601LUA0N       20190101002765100000005000 0000062940002274   
0601LUA0N       20190101002770100000005000 0000063110002276   
0601LUA0N       20190101002775100000005000 0000063250002277   
0601LUA0N       20190101002780100000005000 0000063390002278   
0601LUA0N       20190101002785100000005000 0000063560002280   
0601LUA0N       20190101002790100000005000 0000063700002281   
0601LUA0N       20190101002795100000005000 0000063840002282   
0601LUA0N       20190101002800100000005000 0000064000002284   
0601LUA0N       20190101002805100000005000 0000064150002285   
0601LUA0N       20190101002810100000005000 0000064290002286   
0601LUA0N       20190101002815100000005000 0000064450002287   
0601LUA0N       20190101002820100000005000 0000064590002288   
0601LUA0N       20190101002825100000005000 0000064730002289   
0601LUA0N       20190101002830100000005000 0000064900002291   
0601LUA0N       20190101002835100000005000 0000065040002292   
0601LUA0N       20190101002840100000005000 0000065180002293   
0601LUA0N       20190101002845100000005000 0000065350002295   
0601LUA0N       20190101002850100000005000 0000065490002296   
0601LUA0N       20190101002855100000005000 0000065630002297   
0601LUA0N       20190101002860100000005000 0000065800002299   
0601LUA0N       20190101002865100000005000 0000065940002300   
0601LUA0N       20190101002870100000005000 0000066080002300   
0601LUA0N       20190101002875100000005000 0000066250002302   
0601LUA0N       20190101002880100000005000 0000066390002303   
0601LUA0N       20190101002885100000005000 0000066530002304   
0601LUA0N       20190101002890100000005000 0000066700002306   
0601LUA0N       20190101002895100000005000 0000066840002307   
0601LUA0N       20190101002900100000005000 0000066980002308   
0601LUA0N       20190101002905100000005000 0000067150002310   
0601LUA0N       20190101002910100000005000 0000067290002310   
0601LUA0N       20190101002915100000005000 0000067430002311   
0601LUA0N       20190101002920100000005000 0000067600002313   
0601LUA0N       20190101002925100000005000 0000067740002314   
0601LUA0N       20190101002930100000005000 0000067880002315   
0601LUA0N       20190101002935100000005000 0000068050002317   
0601LUA0N       20190101002940100000005000 0000068190002317   
0601LUA0N       20190101002945100000005000 0000068330002318   
0601LUA0N       20190101002950100000005000 0000068500002320   
0601LUA0N       20190101002955100000005000 0000068640002321   
0601LUA0N       20190101002960100000005000 0000068780002322   
0601LUA0N       20190101002965100000005000 0000068950002324   
0601LUA0N       20190101002970100000005000 0000069090002324   
0601LUA0N       20190101002975100000005000 0000069230002325   
0601LUA0N       20190101002980100000005000 0000069400002327   
0601LUA0N       20190101002985100000005000 0000069540002328   
0601LUA0N       20190101002990100000005000 0000069680002328   
0601LUA0N       20190101002995100000005000 0000069820002329   
0601LUA0N       20190101003000100000005000 0000069990002331   
0601LUA0N       20190101003005100000005000 0000070130002332   
0601LUA0N       20190101003010100000005000 0000070270002333   
0601LUA0N       20190101003015100000005000 0000070440002334   
0601LUA0N       20190101003020100000005000 0000070580002335   
0601LUA0N       20190101003025100000005000 0000070720002336   
0601LUA0N       20190101003030100000005000 0000070890002338   
0601LUA0N       20190101003035100000005000 0000071030002338   
0601LUA0N       20190101003040100000005000 0000071170002339   
0601LUA0N       20190101003045100000005000 0000071340002341   
0601LUA0N       20190101003050100000005000 0000071480002342   
0601LUA0N       20190101003055100000005000 0000071620002342   
0601LUA0N       20190101003060100000005000 0000071790002344   
0601LUA0N       20190101003065100000005000 0000071930002345   
0601LUA0N       20190101003070100000005000 0000072070002346   
0601LUA0N       20190101003075100000005000 0000072240002347   
0601LUA0N       20190101003080100000005000 0000072380002348   
0601LUA0N       20190101003085100000005000 0000072520002349   
0601LUA0N       20190101003090100000005000 0000072680002350   
0601LUA0N       20190101003095100000005000 0000072820002351   
0601LUA0N       20190101003100100000005000 0000072970002352   
0601LUA0N       20190101003105100000005000 0000073130002353   
0601LUA0N       20190101003110100000005000 0000073270002354   
0601LUA0N       20190101003115100000005000 0000073410002355   
0601LUA0N       20190101003120100000005000 0000073580002356   
0601LUA0N       20190101003125100000005000 0000073720002357   
0601LUA0N       20190101003130100000005000 0000073860002358   
0601LUA0N       20190101003135100000005000 0000074030002360   
0601LUA0N       20190101003140100000005000 0000074170002360   
0601LUA0N       20190101003145100000005000 0000074310002361   
0601LUA0N       20190101003150100000005000 0000074480002363   
0601LUA0N       20190101003155100000005000 0000074620002363   
0601LUA0N       20190101003160100000005000 0000074760002364   
0601LUA0N       20190101003165100000005000 0000074930002366   
0601LUA0N       20190101003170100000005000 0000075070002366   
0601LUA0N       20190101003175100000005000 0000075210002367   
0601LUA0N       20190101003180100000005000 0000075380002369   
0601LUA0N       20190101003185100000005000 0000075520002369   
0601LUA0N       20190101003190100000005000 0000075660002370   
0601LUA0N       20190101003195100000005000 0000075830002372   
0601LUA0N       20190101003200100000005000 0000075970002372   
0601LUA0N       20190101003205100000005000 0000076110002373   
0601LUA0N       20190101003210100000005000 0000076280002374   
0601LUA0N       20190101003215100000005000 0000076420002375   
0601LUA0N       20190101003220100000005000 0000076560002376   
0601LUA0N       20190101003225100000005000 0000076730002377   
0601LUA0N       20190101003230100000005000 0000076870002378   
0601LUA0N       20190101003235100000005000 0000077010002379   
0601LUA0N       20190101003240100000005000 0000077180002380   
0601LUA0N       20190101003245100000005000 0000077320002381   
0601LUA0N       20190101003250100000005000 0000077460002382   
0601LUA0N       20190101003255100000005000 0000077630002383   
0601LUA0N       20190101003260100000005000 0000077770002384   
0601LUA0N       20190101003265100000005000 0000077910002384   
0601LUA0N       20190101003270100000005000 0000078080002386   
0601LUA0N       20190101003275100000005000 0000078220002387   
0601LUA0N       20190101003280100000005000 0000078360002387   
0601LUA0N       20190101003285100000005000 0000078530002389   
0601LUA0N       20190101003290100000005000 0000078670002389   
0601LUA0N       20190101003295100000005000 0000078810002390   
0601LUA0N       20190101003300100000005000 0000078980002392   
0601LUA0N       20190101003305100000005000 0000079120002392   
0601LUA0N       20190101003310100000005000 0000079260002393   
0601LUA0N       20190101003315100000005000 0000079430002394   
0601LUA0N       20190101003320100000005000 0000079570002395   
0601LUA0N       20190101003325100000005000 0000079710002395   
0601LUA0N       20190101003330100000005000 0000079880002397   
0601LUA0N       20190101003335100000005000 0000080020002398   
0601LUA0N       20190101003340100000005000 0000080160002398   
0601LUA0N       20190101003345100000005000 0000080330002400   
0601LUA0N       20190101003350100000005000 0000080470002400   
0601LUA0N       20190101003355100000005000 0000080610002401   
0601LUA0N       20190101003360100000005000 0000080770002402   
0601LUA0N       20190101003365100000005000 0000080910002403   
0601LUA0N       20190101003370100000005000 0000081060002404   
0601LUA0N       20190101003375100000005000 0000081220002405   
0601LUA0N       20190101003380100000005000 0000081360002405   
0601LUA0N       20190101003385100000005000 0000081500002406   
0601LUA0N       20190101003390100000005000 0000081670002407   
0601LUA0N       20190101003395100000005000 0000081810002408   
0601LUA0N       20190101003400100000005000 0000081950002409   
0601LUA0N       20190101003405100000005000 0000082120002410   
0601LUA0N       20190101003410100000005000 0000082260002411   
0601LUA0N       20190101003415100000005000 0000082400002411   
0601LUA0N       20190101003420100000005000 0000082570002413   
0601LUA0N       20190101003425100000005000 0000082710002413   
0601LUA0N       20190101003430100000005000 0000082850002414   
0601LUA0N       20190101003435100000005000 0000083020002415   
0601LUA0N       20190101003440100000005000 0000083160002416   
0601LUA0N       20190101003445100000005000 0000083300002416   
0601LUA0N       20190101003450100000005000 0000083470002418   
0601LUA0N       20190101003455100000005000 0000083610002418   
0601LUA0N       20190101003460100000005000 0000083750002419   
0601LUA0N       20190101003465100000005000 0000083920002420   
0601LUA0N       20190101003470100000005000 0000084060002421   
0601LUA0N       20190101003475100000005000 0000084200002421   
0601LUA0N       20190101003480100000005000 0000084370002423   
0601LUA0N       20190101003485100000005000 0000084510002423   
0601LUA0N       20190101003490100000005000 0000084650002424   
0601LUA0N       20190101003495100000005000 0000084820002425   
0601LUA0N       20190101003500100000005000 0000084960002426   
0601LUA0N       20190101003505100000005000 0000085100002426   
0601LUA0N       20190101003510100000005000 0000085270002428   
0601LUA0N       20190101003515100000005000 0000085410002428   
0601LUA0N       20190101003520100000005000 0000085550002429   
0601LUA0N       20190101003525100000005000 0000085720002430   
0601LUA0N       20190101003530100000005000 0000085860002431   
0601LUA0N       20190101003535100000005000 0000086000002431   
0601LUA0N       20190101003540100000005000 0000086170002432   
0601LUA0N       20190101003545100000005000 0000086310002433   
0601LUA0N       20190101003550100000005000 0000086450002433   
0601LUA0N       20190101003555100000005000 0000086620002435   
0601LUA0N       20190101003560100000005000 0000086760002435   
0601LUA0N       20190101003565100000005000 0000086900002436   
0601LUA0N       20190101003570100000005000 0000087070002437   
0601LUA0N       20190101003575100000005000 0000087210002438   
0601LUA0N       20190101003580100000005000 0000087350002438   
0601LUA0N       20190101003585100000005000 0000087520002440   
0601LUA0N       20190101003590100000005000 0000087660002440   
0601LUA0N       20190101003595100000005000 0000087800002441   
0601LUA0N       20190101003600100000005000 0000087970002442   
0601LUA0N       20190101003605100000005000 0000088110002442   
0601LUA0N       20190101003610100000005000 0000088250002443   
0601LUA0N       20190101003615100000005000 0000088410002444   
0601LUA0N       20190101003620100000005000 0000088560002445   
