00ZH               20200120                                                                                   
0601ZHA1N       20140101001075100000005000 0100000000001013   
0601ZHA1N       20140101001080100000005000 0100000000001018   
0601ZHA1N       20140101001085100000005000 0100000000001023   
0601ZHA1N       20140101001090100000005000 0100000000001029   
0601ZHA1N       20140101001095100000005000 0100000000001034   
0601ZHA1N       20140101001100100000005000 0100000000001039   
0601ZHA1N       20140101001105100000005000 0100000000001045   
0601ZHA1N       20140101001110100000005000 0100000000001051   
0601ZHA1N       20140101001115100000005000 0100000000001056   
0601ZHA1N       20140101001120100000005000 0100000000001060   
0601ZHA1N       20140101001125100000005000 0100000000001065   
0601ZHA1N       20140101001130100000005000 0100000000001072   
0601ZHA1N       20140101001135100000005000 0100000000001076   
0601ZHA1N       20140101001140100000005000 0100000000001081   
0601ZHA1N       20140101001145100000005000 0100000000001086   
0601ZHA1N       20140101001150100000005000 0100000000001092   
0601ZHA1N       20140101001155100000005000 0100000000001098   
0601ZHA1N       20140101001160100000005000 0100000000001103   
0601ZHA1N       20140101001165100000005000 0100000000001108   
0601ZHA1N       20140101001170100000005000 0100000000001115   
0601ZHA1N       20140101001175100000005000 0100000000001120   
0601ZHA1N       20140101001180100000005000 0100000000001125   
0601ZHA1N       20140101001185100000005000 0100000000001131   
0601ZHA1N       20140101001190100000005000 0100000000001137   
0601ZHA1N       20140101001195100000005000 0100000000001142   
0601ZHA1N       20140101001200100000005000 0100000000001148   
0601ZHA1N       20140101001205100000005000 0100000000001152   
0601ZHA1N       20140101001210100000005000 0100000000001158   
0601ZHA1N       20140101001215100000005000 0100000000001164   
0601ZHA1N       20140101001220100000005000 0100000000001168   
0601ZHA1N       20140101001225100000005000 0100000000001173   
0601ZHA1N       20140101001230100000005000 0100000000001178   
0601ZHA1N       20140101001235100000005000 0100000000001184   
0601ZHA1N       20140101001240100000005000 0100000000001188   
0601ZHA1N       20140101001245100000005000 0100000000001194   
0601ZHA1N       20140101001250100000005000 0100000000001198   
0601ZHA1N       20140101001255100000005000 0100000000001203   
0601ZHA1N       20140101001260100000005000 0100000000001209   
0601ZHA1N       20140101001265100000005000 0100000000001213   
0601ZHA1N       20140101001270100000005000 0100000000001218   
0601ZHA1N       20140101001275100000005000 0100000000001224   
0601ZHA1N       20140101001280100000005000 0100000000001230   
0601ZHA1N       20140101001285100000005000 0100000000001234   
0601ZHA1N       20140101001290100000005000 0100000000001239   
0601ZHA1N       20140101001295100000005000 0100000000001245   
0601ZHA1N       20140101001300100000005000 0100000000001251   
0601ZHA1N       20140101001305100000005000 0100000000001256   
0601ZHA1N       20140101001310100000005000 0100000000001260   
0601ZHA1N       20140101001315100000005000 0100000000001267   
0601ZHA1N       20140101001320100000005000 0100000000001272   
0601ZHA1N       20140101001325100000005000 0100000000001276   
0601ZHA1N       20140101001330100000005000 0100000000001280   
0601ZHA1N       20140101001335100000005000 0100000000001287   
0601ZHA1N       20140101001340100000005000 0100000000001292   
0601ZHA1N       20140101001345100000005000 0100000000001296   
0601ZHA1N       20140101001350100000005000 0100000000001301   
0601ZHA1N       20140101001355100000005000 0100000000001305   
0601ZHA1N       20140101001360100000005000 0100000000001311   
0601ZHA1N       20140101001365100000005000 0100000000001316   
0601ZHA1N       20140101001370100000005000 0100000000001319   
0601ZHA1N       20140101001375100000005000 0100000000001324   
0601ZHA1N       20140101001380100000005000 0100000000001330   
0601ZHA1N       20140101001385100000005000 0100000000001334   
0601ZHA1N       20140101001390100000005000 0100000000001338   
0601ZHA1N       20140101001395100000005000 0100000000001342   
0601ZHA1N       20140101001400100000005000 0100000000001348   
0601ZHA1N       20140101001405100000005000 0100000000001352   
0601ZHA1N       20140101001410100000005000 0100000000001356   
0601ZHA1N       20140101001415100000005000 0100000000001361   
0601ZHA1N       20140101001420100000005000 0100000000001366   
0601ZHA1N       20140101001425100000005000 0100000000001370   
0601ZHA1N       20140101001430100000005000 0100000000001374   
0601ZHA1N       20140101001435100000005000 0100000000001378   
0601ZHA1N       20140101001440100000005000 0100000000001383   
0601ZHA1N       20140101001445100000005000 0100000000001388   
0601ZHA1N       20140101001450100000005000 0100000000001392   
0601ZHA1N       20140101001455100000005000 0100000000001397   
0601ZHA1N       20140101001460100000005000 0100000000001402   
0601ZHA1N       20140101001465100000005000 0100000000001407   
0601ZHA1N       20140101001470100000005000 0100000000001412   
0601ZHA1N       20140101001475100000005000 0100000000001416   
0601ZHA1N       20140101001480100000005000 0100000000001421   
0601ZHA1N       20140101001485100000005000 0100000000001427   
0601ZHA1N       20140101001490100000005000 0100000000001430   
0601ZHA1N       20140101001495100000005000 0100000000001434   
0601ZHA1N       20140101001500100000005000 0100000000001439   
0601ZHA1N       20140101001505100000005000 0100000000001444   
0601ZHA1N       20140101001510100000005000 0100000000001449   
0601ZHA1N       20140101001515100000005000 0100000000001453   
0601ZHA1N       20140101001520100000005000 0100000000001457   
0601ZHA1N       20140101001525100000005000 0100000000001462   
0601ZHA1N       20140101001530100000005000 0100000000001467   
0601ZHA1N       20140101001535100000005000 0100000000001471   
0601ZHA1N       20140101001540100000005000 0100000000001474   
0601ZHA1N       20140101001545100000005000 0100000000001480   
0601ZHA1N       20140101001550100000005000 0100000000001484   
0601ZHA1N       20140101001555100000005000 0100000000001488   
0601ZHA1N       20140101001560100000005000 0100000000001491   
0601ZHA1N       20140101001565100000005000 0100000000001497   
0601ZHA1N       20140101001570100000005000 0100000000001500   
0601ZHA1N       20140101001575100000005000 0100000000001504   
0601ZHA1N       20140101001580100000005000 0100000000001509   
0601ZHA1N       20140101001585100000005000 0100000000001514   
0601ZHA1N       20140101001590100000005000 0100000000001519   
0601ZHA1N       20140101001595100000005000 0100000000001524   
0601ZHA1N       20140101001600100000200000 0100000000001608   
0601ZHA1N       20140101001800100000200000 0100000000001761   
0601ZHA1N       20140101002000100000500000 0100000000001996   
0601ZHA1N       20140101002500100000500000 0100000000002249   
0601ZHA1N       20140101003000100000500000 0100000000002450   
0601ZHA1N       20140101003500100000500000 0100000000002597   
0601ZHA1N       20140101004000100000500000 0100000000002709   
0601ZHA1N       20140101004500100000500000 0100000000002798   
0601ZHA1N       20140101005000100005000000 0100000000003070   
0601ZHA1N       20140101010000100005000000 0100000000003153   
0601ZHA2N       20140101000000100000080000 0200000000000026   
0601ZHA2N       20140101000080100000005000 0200000000000024   
0601ZHA2N       20140101000085100000005000 0200000000000023   
0601ZHA2N       20140101000090100000005000 0200000000000022   
0601ZHA2N       20140101000095100000005000 0200000000000021   
0601ZHA2N       20140101000100100000005000 0200000000000020   
0601ZHA2N       20140101000105100000005000 0200000000000019   
0601ZHA2N       20140101000110100000005000 0200000000000018   
0601ZHA2N       20140101000115100000005000 0200000000000017   
0601ZHA2N       20140101000120100000005000 0200000000000016   
0601ZHA2N       20140101000125100000005000 0200000000000016   
0601ZHA2N       20140101000130100000005000 0200000000000015   
0601ZHA2N       20140101000135100000005000 0200000000000015   
0601ZHA2N       20140101000140100000005000 0200000000000014   
0601ZHA2N       20140101000145100000005000 0200000000000014   
0601ZHA2N       20140101000150100000005000 0200000000000013   
0601ZHA2N       20140101000155100000005000 0200000000000013   
0601ZHA2N       20140101000160100000005000 0200000000000012   
0601ZHA2N       20140101000165100000005000 0200000000000012   
0601ZHA2N       20140101000170100000005000 0200000000000012   
0601ZHA2N       20140101000175100000005000 0200000000000011   
0601ZHA2N       20140101000180100000005000 0200000000000011   
0601ZHA2N       20140101000185100000005000 0200000000000011   
0601ZHA2N       20140101000190100000005000 0200000000000010   
0601ZHA2N       20140101000195100000005000 0200000000000010   
0601ZHA2N       20140101000200100000005000 0200000000000010   
0601ZHA2N       20140101000205100000005000 0200000000000010   
0601ZHA2N       20140101000210100000005000 0200000000000009   
0601ZHA2N       20140101000215100000005000 0200000000000009   
0601ZHA2N       20140101000220100000005000 0200000000000009   
0601ZHA2N       20140101000225100000005000 0200000000000009   
0601ZHA2N       20140101000230100000005000 0200000000000009   
0601ZHA2N       20140101000235100000005000 0200000000000008   
0601ZHA2N       20140101000240100000005000 0200000000000008   
0601ZHA2N       20140101000245100000005000 0200000000000008   
0601ZHA2N       20140101000250100000005000 0200000000000008   
0601ZHA2N       20140101000255100000005000 0200000000000008   
0601ZHA2N       20140101000260100000005000 0200000000000008   
0601ZHA2N       20140101000265100000005000 0200000000000007   
0601ZHA2N       20140101000270100000005000 0200000000000007   
0601ZHA2N       20140101000275100000005000 0200000000000007   
0601ZHA2N       20140101000280100000005000 0200000000000007   
0601ZHA2N       20140101000285100000005000 0200000000000007   
0601ZHA2N       20140101000290100000005000 0200000000000007   
0601ZHA2N       20140101000295100000005000 0200000000000007   
0601ZHA2N       20140101000300100000005000 0200000000000007   
0601ZHA2N       20140101000305100000005000 0200000000000007   
0601ZHA2N       20140101000310100000005000 0200000000000006   
0601ZHA2N       20140101000315100000005000 0200000000000006   
0601ZHA2N       20140101000320100000005000 0200000000000006   
0601ZHA2N       20140101000325100000005000 0200000000000006   
0601ZHA2N       20140101000330100000005000 0200000000000006   
0601ZHA2N       20140101000335100000005000 0200000000000006   
0601ZHA2N       20140101000340100000005000 0200000000000006   
0601ZHA2N       20140101000345100000005000 0200000000000006   
0601ZHA2N       20140101000350100000005000 0200000000000006   
0601ZHA2N       20140101000355100000005000 0200000000000006   
0601ZHA2N       20140101000360100000005000 0200000000000008   
0601ZHA2N       20140101000365100000005000 0200000000000011   
0601ZHA2N       20140101000370100000005000 0200000000000016   
0601ZHA2N       20140101000375100000005000 0200000000000026   
0601ZHA2N       20140101000380100000005000 0200000000000031   
0601ZHA2N       20140101000385100000005000 0200000000000036   
0601ZHA2N       20140101000390100000005000 0200000000000043   
0601ZHA2N       20140101000395100000005000 0200000000000048   
0601ZHA2N       20140101000400100000005000 0200000000000052   
0601ZHA2N       20140101000405100000005000 0200000000000056   
0601ZHA2N       20140101000410100000005000 0200000000000063   
0601ZHA2N       20140101000415100000005000 0200000000000069   
0601ZHA2N       20140101000420100000005000 0200000000000076   
0601ZHA2N       20140101000425100000005000 0200000000000082   
0601ZHA2N       20140101000430100000005000 0200000000000088   
